-0,000000	-0,000000
0,008163	-0,000000
0,016327	-0,000000
0,024490	0,000000
0,032653	0,000000
0,040816	0,000000
0,048980	0,000000
0,057143	0,000000
0,065306	0,000000
0,073469	0,000000
0,081633	0,000000
0,089796	0,000000
0,097959	0,000000
0,106122	0,000000
0,114286	0,000000
0,122449	0,000000
0,130612	0,000000
0,138776	0,000000
0,146939	0,000000
0,155102	0,000000
0,163265	0,000000
0,171429	0,000000
0,179592	0,000000
0,187755	0,000000
0,195918	0,000000
0,204082	0,000001
0,212245	0,000001
0,220408	0,000001
0,228571	0,000001
0,236735	0,000001
0,244898	0,000002
0,253061	0,000002
0,261225	0,000003
0,269388	0,000004
0,277551	0,000005
0,285714	0,000005
0,293878	0,000007
0,302041	0,000008
0,310204	0,000009
